UnitID,Institution Name,Tuition and fees (F9900F3),Imputation/Status Flag For Tuition and fees (F9900F3),Federal appropriations  grants and contracts (F9900F3),Imputation/Status Flag For Federal appropriations  grants and contracts (F9900F3),State and local appropriations  grants and contracts (F9900F3),Imputation/Status Flag For State and local appropriations  grants and contracts (F9900F3),Private grants and contracts (F9900F3),Imputation/Status Flag For Private grants and contracts (F9900F3),Investment income and investment gains (losses) included in net income (F9900F3),Imputation/Status Flag For Investment income and investment gains (losses) included in net income (F9900F3),Sales and services of educational activities (F9900F3),Imputation/Status Flag For Sales and services of educational activities (F9900F3),Sales and services of auxiliary enterprises (F9900F3),Imputation/Status Flag For Sales and services of auxiliary enterprises (F9900F3),Other revenue (F9900F3),Imputation/Status Flag For Other revenue (F9900F3),Total revenues and investment return (F9900F3),Imputation/Status Flag For Total revenues and investment return (F9900F3)
367024,Purdue University Global-Des Moines,4250341,R,305118,R,1654461,R,0,R,0,R,892,R,0,R,-1940468,R,4270344,R
162681,Purdue University Global-Hagerstown,3921154,R,953654,R,271532,R,0,R,0,R,644,R,6346,R,-896948,R,4256382,R
160940,Purdue University Global-Lewiston,2975040,R,111921,R,0,R,12800,R,14080,R,0,R,469620,R,58185,R,3641646,R
181242,Purdue University Global-Lincoln,4396971,R,644498,R,65916,R,0,R,0,R,0,R,222812,R,-697786,R,4632411,R
181400,Purdue University Global-Omaha,4801073,R,947047,R,118860,R,0,R,0,R,0,R,0,R,-1061624,R,4805356,R
425393,Pyramid Career Institute,5299586,I,0,I,0,I,0,I,80337,I,93027,I,0,I,-3812336,I,1660614,I
418764,Quality Technical and Beauty College,79297,I,0,I,12886,I,0,I,0,I,31268,I,0,I,163711,I,287162,I
376677,Queen City College,223920,R,0,R,0,R,0,R,1423,R,135573,R,0,R,4907,R,365823,R
243382,Ramirez College of Business and Technology,2138489,R,0,R,0,R,0,R,0,R,63821,R,0,R,0,R,2202310,R
215576,RANDY RICK BEAUTY ACADEMY,227255,R,0,R,0,R,0,R,35813,R,35743,R,0,R,67055,R,365866,R
205142,Raphael's School of Beauty Culture Inc-Niles,418755,R,0,R,0,R,0,R,0,R,167496,R,0,R,0,R,586251,R
174622,Rasmussen College-Eagan,2038220,R,0,R,0,R,0,R,0,R,39000,R,0,R,267491,R,2344711,R
174464,Rasmussen College-Eden Prairie,1332594,R,0,R,0,R,0,R,14483,R,23945,R,0,R,1028917,R,2399939,R
174631,Rasmussen College-Mankato,2307092,R,0,R,351934,R,0,R,17003,R,50796,R,0,R,-282828,R,2443997,R
175014,Rasmussen University-Minnesota,2477080,P,0,P,0,P,0,P,0,P,0,P,0,P,0,P,2477080,P
200013,Rasmussen University-North Dakota,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1628002,R,1628002,R
152275,Ravenscroft Beauty College,499521,R,0,R,0,R,0,R,0,R,96857,R,0,R,1936,R,598314,R
105659,Refrigeration School Inc,1817950,R,179553,R,2253,R,0,R,51240,R,1,R,0,R,2637,R,2053634,R
173939,Regency Beauty Institute-Blaine,773586,R,0,R,0,R,0,R,3836,R,367041,R,0,R,613349,R,1757812,R
174534,Regency Beauty Institute-Burnsville,482077,R,0,R,0,R,0,R,30277,R,249853,R,0,R,7644,R,769851,R
174765,Regency Beauty Institute-St Cloud,852210,R,0,R,0,R,0,R,2100,R,187971,R,0,R,715531,R,1757812,R
383251,Regency Beauty Institute-Winston-Salem,78215,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,78215,I
136710,REHBERGS HAIRSTYLING ACADEMY,43507,I,61942,I,0,I,0,I,5616,I,7232,I,9548,I,40147,I,167992,I
375416,Remington College-Cleveland Campus,3472553,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,3472553,R
381741,Remington College-Colorado Springs Campus,842159,R,0,R,0,R,0,R,0,R,0,R,0,R,9757,R,851916,R
223463,Remington College-Dallas Campus,4044897,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,4044897,R
365310,Remington College-Denver Campus,1670407,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1670407,R
377111,Remington College-Fort Worth Campus,6909833,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,6909833,R
380094,Remington College-Houston Campus,3815697,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,3815697,R
160524,Remington College-Lafayette Campus,4069962,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,4069962,R
436474,Remington College-Largo Campus,1171389,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1171389,R
438869,Remington College-Little Rock Campus,2278780,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,2278780,R
412599,Remington College-Memphis Campus,5548802,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,5548802,R
366535,Remington College-Mobile Campus,5984815,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,5984815,R
160250,Remington College-New Orleans Campus,6460954,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,6460954,R
135939,Remington College-Tampa Campus,13389202,R,0,R,0,R,0,R,0,R,23828,R,0,R,0,R,13413030,R
229920,RHDC HAIR DESIGN COLLEGE,156312,R,0,R,0,R,0,R,0,R,0,R,0,R,100074,R,256386,R
423634,RHODE ISLAND BEAUTY ACADEMY,275008,I,0,I,0,I,0,I,220,I,76146,I,0,I,2383021,I,2734395,I
242413,Richport Technical College,1638639,I,0,I,0,I,0,I,0,I,12000,I,0,I,-306727,I,1343912,I
194879,Ridley-Lowell Business & Technical Institute-Binghamton,1124807,R,0,R,0,R,0,R,44591,R,0,R,0,R,0,R,1169398,R
129969,Ridley-Lowell Business & Technical Institute-New London,953844,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,953844,R
438267,Ridley-Lowell Business & Technical Institute-Poughkeepsie,1061358,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1061358,R
205197,Riggs Lemar Beauty College,313510,I,0,I,0,I,0,I,67,I,144787,I,0,I,353692,I,812056,I
419235,Rivertown School of Beauty Barber Skin Care and Nails,238956,R,160200,R,0,R,0,R,0,R,57431,R,57431,R,-217631,R,296387,R
185466,Rizzieri Aveda School for Beauty and Wellness,693199,R,100124,R,0,R,0,R,0,R,6573,R,133205,R,0,R,933101,R
165750,Rob Roy Academy-Fall River,142530,I,0,I,30869,I,0,I,0,I,19914,I,0,I,2049,I,195362,I
167039,Rob Roy Academy-New Bedford,24544,I,28437,I,0,I,0,I,0,I,24015,I,0,I,60214,I,137210,I
168032,Rob Roy Academy-Taunton,96041,R,0,R,0,R,0,R,0,R,35362,R,0,R,0,R,131403,R
373696,Rob Roy Academy-Worcester,783588,R,0,R,0,R,0,R,0,R,179895,R,0,R,5273,R,968756,R
186274,Robert Fiance Beauty Schools,908770,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,908770,R
383279,Robert Fiance Beauty Schools-North Plainfield,522164,R,0,R,0,R,0,R,-5239,R,1,R,0,R,5238,R,522164,R
185767,Robert Fiance Beauty Schools-West New York,398125,R,385186,R,12939,R,0,R,0,R,45086,R,0,R,10294,R,851630,R
163754,Robert Paul Academy of Cosmetology Arts & Sciences,158978,R,0,R,0,R,0,R,0,R,10031,R,122030,R,0,R,291039,R
105677,Roberto-Venn School of Luthiery,419670,R,0,R,0,R,0,R,3513,R,121690,R,0,R,0,R,544873,R
127945,Rocky Mountain College of Art and Design,4380602,R,0,R,0,R,0,R,76586,R,13100,R,131209,R,110618,R,4712115,R
152309,Rogers Academy of Hair Design,33739,R,256889,R,0,R,0,R,0,R,48029,R,0,R,0,R,338657,R
243416,Rogies School of Beauty Culture,1354310,R,0,R,0,R,0,R,0,R,376935,R,0,R,21635,R,1752880,R
186335,Roman Academy of Beauty Culture,104486,I,0,I,0,I,0,I,3978,I,97152,I,5518,I,67829,I,278963,I
160348,Ronnie & Dormans School of Hair Design,128472,R,0,R,0,R,0,R,0,R,16227,R,0,R,0,R,144699,R
209986,Roseburg Beauty College,13158,R,0,R,0,R,0,R,0,R,116424,R,0,R,69795,R,199377,R
369446,Rosel School of Cosmetology,262197,R,0,R,0,R,0,R,0,R,14970,R,0,R,0,R,277167,R
121992,Rosemead Beauty School,531693,R,0,R,0,R,460970,R,9449,R,685393,R,0,R,-946015,R,741490,R
373085,Ross College-Davenport,746021,I,0,I,0,I,0,I,0,I,78078,I,109300,I,-43035,I,890364,I
421513,Ross College-Hopkinsville,705507,P,474856,P,15729,P,0,P,0,P,95813,P,0,P,156026,P,1447931,P
136996,Ross Medical Education Center,4144700,R,7632557,R,0,R,2731867,R,37173,R,0,R,0,R,15693,R,14561990,R
261685,Ross Medical Education Center-Ann Arbor,4144700,R,7632557,R,0,R,2731867,R,37173,R,0,R,0,R,15693,R,14561990,R
261676,Ross Medical Education Center-Brighton,4144700,R,7632557,R,0,R,2731867,R,37173,R,0,R,0,R,15693,R,14561990,R
203234,Ross Medical Education Center-Cincinnati,642289,R,129381,R,198444,R,0,R,27418,R,0,Z,0,R,50,R,997582,R
437574,Ross Medical Education Center-Decatur,4144700,R,7632557,R,0,R,2731867,R,37173,R,0,R,0,R,15693,R,14561990,R
172015,Ross Medical Education Center-Flint,4144700,R,7632557,R,0,R,2731867,R,37173,R,0,R,0,R,15693,R,14561990,R
365833,Ross Medical Education Center-Kentwood,4144700,R,7632557,R,0,R,2731867,R,37173,R,0,R,0,R,15693,R,14561990,R
171988,Ross Medical Education Center-Lansing,4144700,R,7632557,R,0,R,2731867,R,37173,R,0,R,0,R,15693,R,14561990,R
363013,Ross Medical Education Center-Port Huron,4144700,R,7632557,R,0,R,2731867,R,37173,R,0,R,0,R,15693,R,14561990,R
365824,Ross Medical Education Center-Roosevelt Park,4144700,R,7632557,R,0,R,2731867,R,37173,R,0,R,0,R,15693,R,14561990,R
247409,Ross Medical Education Center-Saginaw,4144700,R,7632557,R,0,R,2731867,R,37173,R,0,R,0,R,15693,R,14561990,R
367158,Ross Medical Education Center-Taylor,4144700,R,7632557,R,0,R,2731867,R,37173,R,0,R,0,R,15693,R,14561990,R
171997,Ross Medical Education Center-Warren,4144700,R,7632557,R,0,R,2731867,R,37173,R,0,R,0,R,15693,R,14561990,R
382267,Royale College of Beauty and Barbering,100000,R,0,R,65000,R,0,R,0,R,79980,R,0,R,193378,R,438358,R
244321,RTI TECHNICAL INSTITUTE,98052,I,68619,I,0,I,0,I,0,I,25990,I,2427,I,75401,I,270489,I
437857,Rudae's School of Beauty Culture-Ft Wayne,110046,R,0,R,0,R,0,R,0,R,0,R,0,R,873220,R,983266,R
152327,Rudae's School of Beauty Culture-Kokomo,61522,R,0,R,0,R,0,R,0,R,0,R,0,R,921744,R,983266,R
410520,Sage College,1341428,R,0,R,0,R,0,R,0,R,65013,R,0,R,0,R,1406441,R
423245,SAGE TECHNICAL SERVICES,278145,I,111718,I,0,I,0,I,1030,I,83303,I,0,I,-29796,I,444400,I
423458,SAGE TECHNICAL SERVICES,237395,I,0,I,0,I,0,I,0,I,52952,I,917,I,11388062,I,11679326,I
179195,Salem College of Hairstyling,136527,R,0,R,0,R,0,R,0,R,22168,R,0,R,0,R,158695,R
414054,Salon Academy,24843,I,40124,I,0,I,0,I,124,I,33607,I,0,I,-16562,I,82136,I
121868,Salon Success Academy-Corona,9410,R,53542,R,66962,R,0,R,0,R,68484,R,0,R,330125,R,528523,R
115357,Salon Success Academy-Riverside,3778,R,108164,R,134255,R,0,R,0,R,83923,R,0,R,198403,R,528523,R
121859,Salon Success Academy-Upland,48036,R,12256,R,158200,R,0,R,0,R,60625,R,0,R,0,R,279117,R
167738,Salter College-West Boylston,2544230,R,0,R,0,R,0,R,0,R,10218,R,0,R,0,R,2554448,R
122694,San Joaquin Valley College-Bakersfield,6650689,I,0,I,0,I,0,I,0,I,0,I,0,I,-45867,I,6604822,I
262457,San Joaquin Valley College-Fresno,7828635,I,0,I,0,I,0,I,0,I,0,I,0,I,239774,I,8068409,I
422020,San Joaquin Valley College-Fresno Aviation,296492,I,0,I,0,I,0,I,0,I,261194,I,0,I,-2298,I,555388,I
122685,San Joaquin Valley College-Visalia,23864924,R,0,R,0,R,0,R,385866,R,0,R,0,R,0,R,24250790,R
420495,Sanford-Brown College-Atlanta,2839594,R,0,R,0,R,0,R,0,R,0,R,0,R,18312,R,2857906,R
166276,Sanford-Brown College-Boston,18764323,P,0,P,0,P,0,P,0,P,0,P,180316,P,-13661457,P,5283182,P
146010,Sanford-Brown College-Chicago,14205535,R,1592496,R,0,R,0,R,0,R,620302,R,0,R,0,R,16418333,R
391582,Sanford-Brown College-Collinsville,1805243,R,0,R,0,R,0,R,0,R,0,R,200869,R,3649,R,2009761,R
404514,Sanford-Brown College-Dallas,2667147,R,0,R,0,R,0,R,0,R,0,R,0,R,14201,R,2681348,R
129613,Sanford-Brown College-Farmington,4080941,R,470288,R,0,R,0,R,0,R,563423,R,0,R,0,R,5114652,R
179201,Sanford-Brown College-Fenton,17625904,R,0,R,0,R,0,R,99082,R,0,R,1740135,R,50782,R,19515903,R
404499,Sanford-Brown College-Houston,3078681,R,0,R,0,R,0,R,0,R,0,R,0,R,12398,R,3091079,R
174394,Sanford-Brown College-Mendota Heights,20204232,P,0,P,0,P,0,P,0,P,0,P,0,P,-1822403,P,18381829,P
420501,Sanford-Brown College-Middleburg Heights,1877806,R,0,R,0,R,0,R,0,R,0,R,0,R,8991,R,1886797,R
134680,Sanford-Brown College-Tampa,9642758,R,1207635,R,148895,R,0,R,0,R,0,R,804351,R,3851,R,11807490,R
234216,Sanford-Brown College-Tysons Corner,1834114,R,0,R,0,R,0,R,0,R,476148,R,631986,R,0,R,2942248,R
364308,Sanford-Brown Institute,2394843,R,0,R,0,R,0,R,0,R,0,R,0,R,8355,R,2403198,R
217244,Sanford-Brown Institute-Cranston,5018287,R,830869,R,335857,R,0,R,0,R,262876,R,0,R,0,R,6447889,R
385008,Sanford-Brown Institute-Ft Lauderdale,2927104,R,0,R,0,R,0,R,0,R,0,R,0,R,6745,R,2933849,R
364335,Sanford-Brown Institute-Garden City,3332140,R,0,R,0,R,0,R,0,R,0,R,0,R,18410,R,3350550,R
187161,Sanford-Brown Institute-Iselin,3609508,R,0,R,0,R,0,R,0,R,0,R,0,R,41822,R,3651330,R
404505,Sanford-Brown Institute-Jacksonville,3067524,R,0,R,0,R,0,R,0,R,0,R,0,R,8784,R,3076308,R
364317,Sanford-Brown Institute-Landover,1341364,R,0,R,0,R,0,R,0,R,0,R,0,R,4889,R,1346253,R
196857,Sanford-Brown Institute-New York,3809571,R,0,R,0,R,0,R,0,R,0,R,0,R,6316,R,3815887,R
379029,Sanford-Brown Institute-Tampa,2842315,R,0,R,0,R,0,R,0,R,0,R,0,R,13675,R,2855990,R
250407,Sanford-Brown Institute-Trevose,2699230,R,0,R,0,R,0,R,0,R,0,R,0,R,13165,R,2712395,R
364326,Sanford-Brown Institute-White Plains,1628495,R,0,R,0,R,0,R,0,R,0,R,0,R,5029,R,1633524,R
376136,Sanford-Brown Institute-Wilkins Township,9320,I,75905,I,2471,I,14820,I,13758,I,79090,I,0,I,1037129,I,1232493,I
122834,Santa Barbara Business College-Bakersfield,6103497,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,6103497,R
122852,Santa Barbara Business College-Santa Maria,6103497,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,6103497,R
428107,Santa Barbara College of Oriental Medicine,905784,P,0,P,0,P,5229,P,0,P,88373,P,24015,P,-410480,P,612921,P
406149,Sarasota School of Massage Therapy,512557,R,0,R,0,R,0,R,344,R,134412,R,0,R,0,R,647313,R
140191,Savannah River College,1718003,R,797638,R,0,R,0,R,0,R,0,R,0,R,-797638,R,1718003,R
431831,SAVANT TRAINING AND TECHNOLOGY,86699,I,0,I,0,I,0,I,0,I,37207,I,0,I,452235,I,576141,I
217545,Sawyer School,4961385,R,1430466,R,61669,R,175019,R,0,R,0,R,0,R,246620,R,6875159,R
192156,SBI Campus-An Affiliate of Sanford-Brown,12127878,R,0,R,0,R,0,R,0,R,0,R,0,R,269399,R,12397277,R
404338,Schiller International University,3471265,R,0,R,0,R,0,R,0,R,7463,R,586289,R,0,R,4065017,R
131061,Schilling-Douglas School of Hair Design LLC,85724,R,0,R,0,R,330764,R,1230,R,153836,R,0,R,0,R,571554,R
377218,School of Automotive Machinists & Technology,543869,I,0,I,0,I,0,I,0,I,188893,I,0,I,200572,I,933334,I
123110,SCHOOL OF COMMUNICATIONS ELECTRONICS,0,R,0,R,0,R,0,R,0,R,425080,R,0,R,0,R,425080,R
391616,School of Hair Design,152048,R,0,R,0,R,6500,R,0,R,18776,R,0,R,108788,R,286112,R
197151,School of Visual Arts,35211206,R,18000000,R,122000,R,0,R,910966,R,0,R,5436501,R,621459,R,60302132,R
215895,Schuylkill Institute of Business Technology,993810,R,324878,R,333201,R,0,R,9297,R,0,R,0,R,0,R,1661186,R
238971,Scientific College of Beauty and Barbering,254779,R,41785,R,0,R,0,R,0,R,78279,R,0,R,-41785,R,333058,R
175148,Scot Lewis Schools-Plymouth,264252,I,0,I,0,I,0,I,0,I,48814,I,771,I,11365489,I,11679326,I
201982,Scott College of Cosmetology,173934,R,0,R,0,R,0,R,0,R,57376,R,0,R,0,R,231310,R
107831,Searcy Beauty College,78089,R,170771,R,30362,R,3000,R,0,R,500,R,0,R,-21131,R,261591,R
377236,Sebring Career Schools,406776,R,0,R,0,R,0,R,0,R,5000,R,0,R,9,R,411785,R
369695,Sebring Career Schools-Houston,311575,R,0,R,0,R,0,R,0,R,12768,R,0,R,100,R,324443,R
246406,Sebring Career Schools-Huntsville,1565,R,0,R,0,R,0,R,0,R,5000,R,0,R,49978,R,56543,R
368540,Seguin Beauty School-New Braunfels,19115,R,0,R,0,R,0,R,3190,R,17749,R,0,R,62429,R,102483,R
228088,Seguin Beauty School-Seguin,60421,R,0,R,0,R,0,R,3191,R,15482,R,0,R,35503,R,114597,R
418700,Serbias Technical College,377311,R,0,R,0,R,0,R,0,R,12000,R,0,R,136371,R,525682,R
207759,SHAMPOO ACADEMY OF HAIR,168746,I,0,I,0,I,0,I,1188,I,266039,I,0,I,158745,I,594718,I
391759,Sharp's Academy of Hairstyling,103256,R,42121,R,0,R,0,R,1210,R,30803,R,0,R,0,R,177390,R
404532,Sharps Academy of Hair Styling,0,R,13313,R,0,R,54886,R,1211,R,21973,R,0,R,-1211,R,90172,R
412544,Shear Ego International School of Hair Design,383010,I,0,I,0,I,0,I,0,I,30000,I,0,I,78394,I,491404,I
230135,Sherman Kendall Academy-Salt Lake City,138098,R,42307,R,0,R,0,R,620,R,122559,R,0,R,3027,R,306611,R
385983,SHIRLEY BAKER CAREER INSTITUTE,1169123,R,0,R,0,R,0,R,16772,R,79171,R,0,R,0,R,1265066,R
186593,Shore Beauty School,171631,R,68619,R,0,R,0,R,0,R,25990,R,4249,R,0,R,270489,R
219134,SI TANKA UNIVERSITY-HURON CAMPUS,2762705,R,535685,R,55000,R,0,R,41337,R,0,R,459390,R,0,R,3854117,R
365329,SIERRA ACADEMY OF AERONAUTICS-AIRLINE TRAIN CENTER,11100,R,0,R,0,R,20475,R,8332,R,7542155,R,0,R,0,R,7582062,R
123350,Sierra College of Beauty,20940,R,123108,R,0,R,0,R,0,R,47262,R,0,R,-43803,R,147507,R
123396,Sierra Valley College of Court Reporting,804359,R,0,R,0,R,0,R,0,R,18252,R,0,R,0,R,822611,R
179247,SIKESTON BEAUTY COLLEGE,301281,I,39780,I,0,I,0,I,0,I,0,I,0,I,-17196,I,323865,I
195492,Simmons Institute of Funeral Service Inc,662235,R,0,R,0,R,0,R,570,R,0,R,24762,R,0,R,687567,R
248943,Skyline College-Richmond,8204900,R,1225409,R,53944,R,0,R,293511,R,200,R,0,R,22069,R,9800033,R
261931,Skyline College-Roanoke,2454249,R,294526,R,10404,R,0,R,56343,R,200,R,44565,R,8151,R,2868438,R
421920,Sonoma College,907772,R,80905,R,6302,R,0,R,0,R,28095,R,0,R,0,R,1023074,R
123642,South Coast College,1329559,R,386744,R,42050,R,0,R,161195,R,28159,R,0,R,2156,R,1949863,R
220552,South College,2846511,R,0,R,0,R,0,R,40357,R,0,R,226642,R,4597,R,3118107,R
198242,South College-Asheville,1087674,R,0,R,0,R,0,R,6900,R,0,R,131560,R,150,R,1226284,R
216074,South Hills Beauty Academy,6000,R,30000,R,0,R,0,R,35502,R,4959467,R,0,R,-4571502,R,459467,R
216083,South Hills School of Business & Technology,1826825,R,495137,R,1287784,R,0,R,18111,R,241814,R,494633,R,0,R,4364304,R
216108,SOUTH PHILADELPHIA BEAUTY ACADEMY,327924,R,0,R,0,R,0,R,69,R,51804,R,0,R,0,R,379797,R
228228,SOUTH TEXAS VO-TECH BROWNSVILLE,1145375,R,0,R,0,R,0,R,-83454,R,0,R,0,R,95546,R,1157467,R
228200,South Texas Vocational Technical Institute-Weslaco,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1881642,R,1881642,R
251312,South University-Columbia,1829999,R,0,R,0,R,0,R,799,R,0,R,183253,R,2124,R,2016175,R
101116,South University-Montgomery,1634580,R,0,R,0,R,0,R,12878,R,0,R,160639,R,5427,R,1813524,R
139579,South University-Savannah,4477621,R,0,R,0,R,0,R,18403,R,0,R,356037,R,16300,R,4868361,R
133465,South University-West Palm Beach,3175986,R,0,R,0,R,0,R,11134,R,0,R,267234,R,5266,R,3459620,R
248314,Southeast School of Cosmetology,53788,R,37545,R,0,R,0,R,0,R,17614,R,0,R,0,R,108947,R
137379,SOUTHEASTERN ACADEMY,3076373,R,0,R,0,R,0,R,0,R,109919,R,568680,R,2798,R,3757770,R
406060,Southeastern Beauty School-Columbus Midtown,16406,I,82210,I,0,I,0,I,0,I,95001,I,0,I,-7451,I,186166,I
406051,Southeastern Beauty School-Columbus North Lumpkin,146504,I,0,I,0,I,0,I,0,I,68130,I,0,I,3516,I,218150,I
428170,Southeastern College-West Palm Beach,3351205,R,0,R,0,R,0,R,0,R,33975,R,349720,R,0,R,3734900,R
399869,Southern California Institute of Technology,1169792,P,0,P,769858,P,0,P,23209,P,0,P,0,P,1754688,P,3717547,P
367787,SOUTHERN CALIFORNIA INTERNATIONAL COLLEGE-BREA,282406,I,436411,I,0,I,0,I,0,I,709403,I,0,I,-718817,I,709403,I
378707,SOUTHERN CALIFORNIA UNIVERSITY FOR PROF STUDIES,1865235,R,0,R,0,R,0,R,0,R,399824,R,0,R,32354,R,2297413,R
226903,Southern Careers Institute-Austin,764943,R,640973,R,0,R,0,R,7528,R,0,R,0,R,0,R,1413444,R
405076,Southern Careers Institute-Corpus Christi,1453298,R,1067326,R,0,R,0,R,7395,R,0,R,0,R,0,R,2528019,R
408385,Southern Careers Institute-Pharr,1557546,R,1369433,R,0,R,0,R,7746,R,0,R,0,R,0,R,2934725,R
430245,Southern Careers Institute-San Antonio,800941,R,619110,R,0,R,0,R,4340,R,0,R,0,R,0,R,1424391,R
137403,SOUTHERN COLLEGE,1439432,P,0,P,0,P,0,P,0,P,0,P,140144,P,877965,P,2457541,P
107886,SOUTHERN INSTITUTE OF COSMETOLOGY,829260,I,0,I,0,I,0,I,145,I,116328,I,0,I,-320074,I,625659,I
182485,Southern Nevada University of Cosmetology,964438,R,0,R,0,R,0,R,0,R,182676,R,0,R,-177638,R,969476,R
207786,Southern School of Beauty Inc,53889,R,0,R,0,R,0,R,0,R,100,R,0,R,19897,R,73886,R
366605,Southwest Acupuncture College-Santa Fe,2384318,R,0,R,0,R,0,R,21654,R,427764,R,0,R,0,R,2833736,R
228291,Southwest Institute of Technology,993801,R,173566,R,0,R,0,R,1764,R,0,R,31535,R,5000,R,1205666,R
228282,Southwest School of Business and Technical Careers-San Antonio,1505578,I,0,I,0,I,0,I,0,I,25472,I,0,I,628456,I,2159506,I
402776,Southwest University of Visual Arts-Albuquerque,3117957,I,0,I,0,I,0,I,3437,I,0,I,0,I,10678,I,3132072,I
104188,Southwest University of Visual Arts-Tucson,2659723,I,217489,I,221897,I,0,I,0,I,0,I,0,I,120606,I,3219715,I
436757,Southwestern Professional Institute,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R
161527,Spa Tech Institute-Westbrook,59364,R,0,R,6000,R,0,R,1522,R,0,R,0,R,328299,R,395185,R
148973,Sparks College,38911,R,0,R,73668,R,1000,R,0,R,0,R,0,R,175169,R,288748,R
413680,Spartan College of Aeronautics & Technology,5371423,R,0,R,0,R,0,R,0,R,15428,R,0,R,0,R,5386851,R
126605,Spartan College of Aeronautics and Technology,8304538,R,0,R,0,R,0,R,0,R,110765,R,0,R,0,R,8415303,R
207254,Spartan College of Aeronautics and Technology,17197927,R,2084370,R,0,R,0,R,42960,R,220598,R,1456599,R,0,R,21002454,R
172325,Specs Howard School of Media Arts,485905,R,377924,R,0,R,0,R,0,R,0,R,0,R,3033190,R,3897019,R
433563,Spencerian College-Lexington,2298484,R,0,R,0,R,0,R,0,R,0,R,15348,R,0,R,2313832,R
157766,Spencerian College-Louisville,3358886,R,0,R,0,R,0,R,48674,R,0,R,215641,R,0,R,3623201,R
233657,Springfield Beauty Academy,9817,R,227053,R,0,R,0,R,79108,R,82883,R,9817,R,870,R,409548,R
210100,Springfield College of Beauty,245415,R,0,R,0,R,0,R,107,R,124310,R,0,R,3932,R,373764,R
433129,ST JOSEPH HOSPITAL SCHOOL OF NURSE ANESTHESIA,5988979,I,0,I,0,I,0,I,0,I,0,I,0,I,168996,I,6157975,I
179511,St Louis College of Health Careers-St Louis,2036886,R,0,R,0,R,0,R,0,R,177121,R,0,R,0,R,2214007,R
419271,St Louis Hair Academy,70238,R,0,R,0,R,0,R,0,R,25871,R,0,R,9944,R,106053,R
176804,STAGE ONE,7191488,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,7191488,I
407151,Stage One-The Hair School,253927,R,0,R,0,R,0,R,4415,R,77301,R,0,R,0,R,335643,R
383899,Star Career Academy-Philadelphia,9061000,R,5580054,R,2104185,R,0,R,0,R,419,R,0,R,0,R,16745658,R
367398,Star Career Academy–Brick,9061000,R,5580054,R,2104185,R,0,R,0,R,419,R,0,R,0,R,16745658,R
437112,Star College of Cosmetology,99938,R,0,R,0,R,0,R,0,R,38648,R,0,R,383,R,138969,R
382902,Star College of Cosmetology 2,233696,R,0,R,0,R,0,R,0,R,84425,R,0,R,2561,R,320682,R
418940,STAR COLLEGE OF COSMETOLOGY 3,60657,R,0,R,0,R,0,R,0,R,65279,R,0,R,79,R,126015,R
363217,Star College of Cosmetology 4,92397,R,0,R,0,R,0,R,0,R,57766,R,0,R,575,R,150738,R
409281,Star Technical Institute-Upper Darby,9061000,R,5580054,R,2104185,R,0,R,0,R,419,R,0,R,0,R,16745658,R
429146,STAR TRAINING INSTITUTE,117669,I,0,I,0,I,0,I,0,I,38696,I,0,I,22892,I,179257,I
428295,Star Truck Driving School-Bensenville,359617,R,0,R,125770,R,0,R,718,R,0,R,0,R,0,R,486105,R
412650,Star Truck Driving School-Hickory Hills,423960,R,0,R,304120,R,0,R,1078,R,0,R,0,R,0,R,729158,R
207838,State Barber and Hair Design College,4500,R,0,R,0,R,0,R,0,R,0,R,0,R,152118,R,156618,R
239877,State College of Beauty Culture Inc,7035,R,72280,R,3299,R,0,R,0,R,134304,R,0,R,123183,R,340101,R
233666,Staunton School of Cosmetology,33192,R,55522,R,0,R,1013,R,2876,R,77217,R,1152844,R,0,R,1322664,R
205887,Stautzenberger College-Maumee,2293103,R,0,R,199734,R,0,R,5611,R,6473,R,0,R,435832,R,2940753,R
228422,STENOGRAPH INSTITUTE OF TEXAS,0,I,0,I,0,I,0,I,9136,I,0,I,0,I,1026746,I,1035882,I
430847,StenoTech Career Institute-Fairfield,312971,R,196530,R,15521,R,100920,R,8735,R,1480,R,3590,R,-314451,R,325296,R
